iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,2406,0.986685987,"127.0.0.1:9001","merkle","sweep_merkle_n100000_sim99_t20","20","0.99","127.0.0.1:9001"
1,2647,1.187380481,"127.0.0.1:9000","merkle","sweep_merkle_n100000_sim99_t20","20","0.99","127.0.0.1:9000"
