iteration,timestamp,value,node,protocol,run_id,trial,similarity,labels
1,3988,13,"127.0.0.1:9000","","","","","127.0.0.1:9000"
1,4255,13,"127.0.0.1:9001","","","","","127.0.0.1:9001"
